Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Temperature_C,Humidity_Percent,Soil_Type,Soil_pH,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Soil_Moisture_Percent,Irrigation_Type,Crop_Variety,Sowing_Month,Harvest_Month,Growing_Days,Soil_Fertility_Index,Pest_Risk_Index,Disease_Risk_Index,Water_Availability_Index,Weather_Stress_Index,Crop_Health_Index
Small millets,2010,Rabi,Andhra Pradesh,1263.0,1262,1297.0,209796.93,303.12,0.973333333,22.3,60.1,Red,6.13,186.2,84.9,107.5,52.7,Borewell,Hybrid,November,February,86,64.1,28.4,15.0,52.3,26.9,58.3
Moong(Green Gram),2007,Kharif,Andhra Pradesh,286000.0,140000,1004.2,38152400.0,45760.0,0.424210526,30.1,74.7,Sandy Loam,6.08,172.4,45.3,76.5,39.8,Rainfed,HYV,June,August,69,54.5,26.3,7.4,20.0,22.2,40.3
Sunflower,2013,Kharif,Karnataka,186601.0,108957,1235.6,26961978.49,50382.27,0.562083333,27.5,69.5,Black,8.13,184.7,58.8,89.7,61.7,Canal,HYV,July,November,106,53.6,26.8,33.0,41.9,24.0,71.1
Small millets,2009,Kharif,Uttar Pradesh,6951.0,3540,585.8,1083104.82,1181.67,0.530416667,28.6,63.6,Loamy,6.96,180.6,71.2,101.5,47.0,Borewell,Improved,July,October,101,62.6,25.3,26.0,24.6,26.9,60.7
Oilseeds total,2019,Kharif,Andhra Pradesh,712037.0,2914652,899.2,122299475.1,263453.69,8.527692308,30.5,69.5,Black,7.53,256.0,77.3,114.7,42.3,Rainfed,HYV,June,October,110,68.5,9.7,22.5,12.1,47.5,61.6
Cashewnut,2004,Whole Year,Goa,54858.0,25556,2518.0,5943315.72,11520.18,0.465,29.2,90.6,Laterite,5.91,145.4,36.2,56.8,58.4,Rainfed,Hybrid,January,January,361,43.5,42.8,46.3,42.7,25.1,54.0
Safflower,1998,Rabi,Bihar,713.0,407,1332.5,70444.4,206.77,0.595714286,20.2,68.3,Alluvial,6.66,170.2,47.0,64.6,55.3,Rainfed,Local,October,March,139,63.7,11.8,15.4,39.4,2.3,69.0
Bajra,2003,Kharif,Delhi,2334.0,3762,962.3,231019.32,560.16,1.61,31.6,49.4,Sandy,7.26,108.4,22.8,35.5,50.9,Sprinkler,Pusa 383,July,October,81,31.9,26.9,35.2,25.8,9.4,44.5
Jowar,1997,Rabi,Gujarat,75800.0,64800,798.9,7213886.0,23498.0,0.890769231,25.9,41.8,Black,7.76,133.9,59.4,29.5,48.8,Canal,CSH 16,December,April,105,45.3,17.7,16.6,34.3,16.4,56.3
Onion,2015,Rabi,Meghalaya,521.0,4595,3870.8,82271.11,171.93,8.331,18.6,86.4,Sandy Loam,6.7,209.9,86.4,98.8,48.2,Rainfed,Agrifound,December,April,131,70.2,19.0,40.5,46.8,15.2,65.2
Rice,2000,Summer,Kerala,55258.0,154606,2412.6,5424677.86,14367.08,2.23,31.9,82.0,Alluvial,7.08,130.1,52.4,72.8,60.9,Rainfed,Local,February,June,131,50.0,49.6,44.7,48.8,44.0,51.8
Tobacco,2007,Whole Year,Meghalaya,696.0,464,4702.0,92846.4,111.36,0.665,25.8,91.4,Red,6.21,142.8,51.7,76.7,59.1,Rainfed,Virginia,February,June,131,51.7,28.4,47.8,58.1,19.1,71.2
Safflower,2013,Rabi,West Bengal,472.0,390,1939.9,68199.28,127.44,0.806666667,18.8,83.0,Alluvial,7.49,163.6,56.8,88.8,53.6,Rainfed,Improved,November,March,130,49.7,12.6,16.1,47.8,21.3,55.9
Tapioca,1997,Whole Year,Kerala,132875.0,2841819,3252.4,12645713.75,41191.25,22.80357143,28.2,94.9,Red,5.71,69.1,38.9,36.2,72.9,Canal,H-165,January,October,262,45.1,38.4,33.2,90.2,27.3,74.8
Tobacco,2014,Whole Year,Mizoram,119.0,96,2029.9,17964.24,39.27,0.68,24.6,84.7,Red,6.5,171.3,69.3,68.3,45.6,Rainfed,High Yielding Variety,January,June,137,53.5,26.9,46.8,38.3,15.5,57.4
Bajra,2008,Kharif,Punjab,5000.0,5000,691.3,715200.0,450.0,1.0,26.1,53.3,Alluvial,7.07,189.7,57.1,83.0,45.5,Borewell,HHB 67,May,August,89,66.4,29.9,11.4,38.8,30.1,63.9
Rapeseed &Mustard,2014,Rabi,Gujarat,185008.0,336641,605.6,27928807.68,61052.64,1.730357143,23.3,49.6,Sandy,6.91,144.0,53.4,56.7,45.4,Canal,Local,December,April,126,42.0,19.0,25.2,45.5,46.7,48.5
Garlic,2003,Whole Year,Odisha,10850.0,34320,1648.2,1073933.0,2604.0,3.144666667,22.9,93.8,Laterite,5.34,113.0,45.7,34.6,55.2,Rainfed,Yamuna,January,June,144,35.3,9.6,30.4,50.5,33.9,55.1
Maize,2017,Summer,Maharashtra,35002.0,54906,1129.5,5510714.88,13300.76,1.334444444,28.9,36.2,Loamy,7.03,237.8,74.3,105.2,56.6,Drip,Improved,February,June,107,72.1,19.1,20.9,49.0,40.7,67.1
Ragi,2019,Kharif,Himachal Pradesh,1757.0,2060,1217.7,301782.32,650.09,1.0725,21.7,63.1,Laterite,6.14,255.0,84.3,110.7,63.2,Drip,High Yielding Variety,May,September,122,77.1,26.5,18.9,45.9,23.0,71.3
Jowar,2006,Kharif,Delhi,8840.0,8354,462.7,1128956.4,1944.8,0.95,30.1,51.7,Red,5.68,152.7,47.7,63.8,38.5,Drip,Hybrid,June,October,120,42.4,13.1,46.2,28.6,37.4,44.2
other oilseeds,2004,Rabi,Uttarakhand,121.0,69,1219.6,13109.14,25.41,0.57,17.1,55.6,Loamy,6.78,138.6,57.7,70.7,66.3,Canal,High Yielding Variety,November,March,111,55.4,5.7,25.4,50.3,41.9,43.0
Maize,2018,Rabi,Tripura,2463.0,5265,2169.1,399498.6,862.05,2.12375,20.7,85.0,Laterite,6.08,221.9,79.0,89.1,67.0,Canal,Local,October,February,107,62.0,26.2,50.6,73.7,51.4,72.2
Rice,1997,Autumn,West Bengal,423121.0,751970,1852.9,40268425.57,131167.51,1.837222222,24.4,75.3,Alluvial,6.54,119.5,33.9,52.1,59.0,Canal,Swarna,August,December,133,43.1,37.4,52.0,80.5,39.6,57.4
Cotton(lint),2013,Kharif,Mizoram,107.0,81,1848.8,15460.43,28.89,0.71,25.1,95.0,Black,7.17,199.3,61.4,70.7,63.6,Rainfed,Local,June,December,165,71.4,49.3,51.0,47.9,40.4,62.8
Ragi,2017,Summer,Puducherry,23.0,64,1582.4,3621.12,8.74,2.78,31.8,65.1,Sandy,6.9,150.6,63.9,96.8,48.8,Drip,HYV,April,August,123,63.0,20.4,16.9,68.6,40.1,68.8
Jowar,2018,Kharif,Haryana,40300.0,21300,533.2,6536660.0,14105.0,0.584,30.5,62.2,Red,6.45,181.2,74.8,80.9,34.7,Borewell,Improved,May,September,119,60.5,20.6,37.5,32.0,33.7,57.4
Gram,1999,Rabi,Andhra Pradesh,162961.0,95087,650.4,17295050.93,43999.47,0.824761905,17.6,57.8,Loamy,6.42,122.3,45.4,51.3,26.0,Rainfed,Local,October,January,94,46.8,20.5,17.5,4.0,43.2,40.1
Sugarcane,2011,Whole Year,Kerala,2604.41,263034,3035.1,436290.7632,859.4553,38.00357143,27.6,86.7,Red,5.78,208.1,91.0,96.6,72.5,Borewell,Hybrid,January,December,321,63.9,36.3,51.1,74.9,11.3,72.1
Maize,2017,Kharif,Jharkhand,284565.0,576153,1165.7,44801913.6,108134.7,2.102916667,25.7,67.7,Alluvial,6.96,253.5,89.5,95.3,48.7,Rainfed,High Yielding Variety,June,September,92,71.0,25.7,25.3,24.8,35.9,54.3
Urad,2017,Kharif,Karnataka,132397.0,64138,1111.7,20844583.68,50310.86,0.377,30.6,69.1,Loamy,7.02,195.2,73.5,108.7,35.7,Rainfed,HYV,May,August,82,62.6,10.2,16.6,18.4,28.2,56.0
Moth,2016,Kharif,Haryana,600.0,100,554.7,91950.0,210.0,0.21,30.8,61.3,Sandy,7.01,168.2,65.1,58.4,34.0,Borewell,Improved,July,September,70,66.5,14.0,11.0,31.9,0.0,69.3
Maize,2018,Kharif,Nagaland,63710.0,126270,1372.7,10333762.0,22298.5,1.981818182,24.6,92.9,Loamy,6.04,209.3,84.0,120.8,48.8,Rainfed,HYV,May,August,100,61.7,37.2,37.3,35.2,34.0,51.8
Potato,2009,Kharif,Jammu and Kashmir,1098.0,7684,751.7,171090.36,186.66,6.574615385,17.3,59.6,Sandy Loam,6.69,189.9,78.6,81.9,45.1,Sprinkler,Hybrid,July,November,105,56.9,27.7,31.3,28.5,43.5,46.2
Cotton(lint),2013,Kharif,Punjab,446000.0,1495000,586.6,64442540.0,120420.0,3.409090909,29.4,47.1,Alluvial,7.2,178.6,84.8,72.4,45.3,Canal,Hybrid,June,December,165,61.5,52.7,43.9,31.9,30.0,55.8
Gram,2012,Rabi,Himachal Pradesh,450.0,422,1035.0,67860.0,139.5,0.95,14.1,56.8,Black,7.4,201.8,79.1,88.3,63.5,Sprinkler,JG 11,October,January,104,61.7,20.4,35.9,35.9,42.8,52.1
Wheat,2018,Rabi,Punjab,3520000.0,18262000,585.5,570944000.0,1232000.0,5.068636364,16.9,30.0,Alluvial,7.0,234.8,82.3,113.4,44.5,Borewell,HYV,December,April,129,70.5,3.8,5.4,27.3,24.5,63.0
Soyabean,2009,Kharif,Uttarakhand,8270.0,13660,847.8,1288631.4,1405.9,1.19,24.2,60.1,Alluvial,7.6,201.8,67.7,98.7,43.7,Canal,Hybrid,June,September,98,62.6,34.3,25.3,37.9,10.0,63.4
Rice,2002,Winter,Bihar,2881073.0,4205026,1105.8,272751180.9,720268.25,1.345945946,21.7,70.0,Alluvial,7.46,112.9,43.9,52.6,53.9,Borewell,Hybrid,October,February,135,41.2,40.3,40.7,36.5,66.1,43.3
Masoor,2005,Rabi,Mizoram,10.0,10,2075.4,1199.2,2.1,1.19,17.3,87.4,Alluvial,7.48,170.3,56.0,62.1,69.7,Rainfed,Local,October,February,106,49.8,6.7,30.8,55.2,39.1,60.9
Barley,2006,Rabi,Uttarakhand,24080.0,27699,1178.9,3075256.8,5297.6,1.233846154,17.2,59.7,Sandy Loam,6.71,159.9,55.4,49.7,60.3,Canal,DWRB,October,February,135,58.1,30.2,22.3,59.4,6.6,60.2
Urad,2011,Rabi,Assam,53669.0,29832,1743.4,8990630.88,17710.77,0.565555556,22.1,74.9,Black,7.2,248.0,87.5,97.4,60.2,Rainfed,Local,October,January,78,78.9,6.6,31.5,41.6,47.1,72.9
Sunflower,2016,Rabi,Nagaland,2220.0,1360,1959.8,340215.0,777.0,0.616,18.5,77.0,Laterite,5.68,171.7,68.0,87.9,71.8,Canal,HYV,November,March,105,62.0,29.2,17.6,73.7,47.1,68.3
Small millets,2014,Kharif,Tamil Nadu,20444.0,29892,911.3,3086226.24,6746.52,1.504090909,28.7,71.0,Black,7.12,212.9,85.6,72.9,53.2,Borewell,High Yielding Variety,July,November,105,61.2,19.1,26.3,48.0,17.5,69.2
Horse-gram,2009,Kharif,Jammu and Kashmir,1773.0,514,751.7,276268.86,301.41,0.344285714,19.9,59.2,Loamy,6.76,201.7,57.9,95.4,51.9,Canal,Local,June,October,109,73.5,26.9,21.7,40.7,40.8,65.0
Jute,2018,Kharif,West Bengal,518259.0,6669698,2012.6,84061609.8,181390.65,25.43055556,28.9,91.0,Alluvial,6.85,246.5,88.9,122.5,52.9,Rainfed,Hybrid,July,November,109,73.0,32.5,42.0,51.2,13.2,63.0
Cotton(lint),2016,Kharif,Madhya Pradesh,600000.0,947000,1048.4,91950000.0,210000.0,1.417,28.4,57.1,Red,5.77,174.8,72.0,85.2,48.7,Canal,Desi,July,January,170,48.0,45.5,36.1,56.3,13.5,63.0
Moong(Green Gram),2016,Rabi,Tripura,1200.0,734,2475.3,183900.0,420.0,0.61375,21.8,77.2,Laterite,5.48,167.8,52.4,81.3,56.7,Rainfed,Local,October,December,63,48.6,24.1,14.7,52.4,58.7,54.6
Sesamum,2003,Kharif,Uttarakhand,1857.0,294,1734.3,183805.86,445.68,0.155384615,26.8,80.3,Red,5.74,105.3,32.9,48.0,48.8,Borewell,Local,May,August,86,44.1,21.3,37.0,69.6,29.5,69.5
Garlic,2018,Whole Year,Tamil Nadu,1449.0,8631,986.2,235027.8,507.15,4.375,22.0,72.3,Sandy,7.37,190.9,74.6,77.2,47.4,Borewell,Local,February,July,139,56.5,15.4,32.9,33.0,45.0,52.2
Rice,2001,Kharif,Delhi,6405.0,12063,611.9,654142.65,1665.3,1.88,29.2,55.5,Alluvial,6.64,158.7,47.8,53.2,42.1,Borewell,Hybrid,May,October,140,43.1,38.9,29.8,30.9,24.6,50.4
Maize,2013,Rabi,Gujarat,92747.0,196862,1006.5,13401014.03,25041.69,2.120714286,23.6,43.1,Loamy,6.86,161.7,66.6,82.5,49.1,Drip,Local,October,February,108,63.3,13.3,19.0,40.9,30.9,70.9
Wheat,2019,Kharif,Telangana,1.0,0,1031.7,171.76,0.37,0.0,25.8,77.3,Alluvial,6.99,233.3,85.1,116.9,58.9,Canal,Local,July,November,135,81.1,16.3,39.6,49.6,57.4,64.1
Groundnut,2008,Kharif,West Bengal,2413.0,2264,1560.1,345155.52,217.17,1.042,29.3,93.2,Alluvial,6.81,223.7,77.1,88.5,49.5,Rainfed,Hybrid,June,October,114,62.0,42.2,11.8,44.3,49.7,70.5
Jowar,2004,Kharif,Kerala,2566.0,1309,2880.2,278000.44,538.86,0.505,29.0,95.0,Laterite,5.61,141.2,52.3,50.2,81.9,Canal,Local,July,October,103,50.5,43.8,51.2,82.1,23.0,69.3
Jowar,2010,Summer,Karnataka,5446.0,11403,1317.7,904635.06,1307.04,2.315555556,31.0,52.0,Black,8.05,230.6,86.8,110.1,52.4,Rainfed,HYV,April,August,115,63.8,38.7,15.1,41.5,19.3,59.9
Cashewnut,2002,Whole Year,Tamil Nadu,95217.0,35885,315.9,9014193.39,23804.25,0.3108,24.9,63.8,Laterite,5.79,90.0,25.8,17.8,43.7,Borewell,BPP,January,January,358,38.9,26.5,38.7,23.5,52.4,42.3
Peas & beans (Pulses),2018,Rabi,Himachal Pradesh,2550.0,5253,1052.2,413610.0,892.5,2.054545455,11.0,42.9,Loamy,6.66,210.0,85.8,105.5,52.1,Canal,Local,October,January,96,67.0,6.9,18.0,43.2,37.1,61.1
Maize,2005,Rabi,Nagaland,1600.0,2880,1568.6,191872.0,336.0,1.985,20.2,81.0,Red,6.51,124.9,59.9,56.1,54.6,Rainfed,HYV,December,March,103,51.5,23.0,40.7,33.1,70.2,43.0
Guar seed,2014,Whole Year,Gujarat,277330.0,220559,605.6,41865736.8,91518.9,0.772222222,28.3,49.4,Sandy,6.24,211.0,57.7,74.8,26.8,Rainfed,Improved,February,May,91,52.3,16.0,20.1,4.6,36.1,48.4
Small millets,2011,Kharif,Maharashtra,58000.0,30260,1174.095455,9716160.0,19140.0,0.432,27.6,70.7,Laterite,5.44,242.9,80.3,93.2,58.2,Drip,Local,May,August,98,59.0,28.0,24.2,54.1,13.4,62.4
Maize,2007,Rabi,Nagaland,1500.0,2860,1769.0,200100.0,240.0,1.91,17.7,76.0,Laterite,6.16,141.0,48.9,75.1,50.4,Rainfed,Hybrid,October,January,100,49.5,8.0,18.8,43.0,59.7,53.4
Coconut,2005,Whole Year,Andhra Pradesh,104438.0,891991928,1075.5,12524204.96,21931.98,7717.767778,25.1,62.1,Black,7.69,163.4,57.9,78.0,46.7,Rainfed,Improved,February,June,110,36.4,21.5,26.6,13.1,0.0,46.6
Arhar/Tur,2005,Kharif,Uttarakhand,1612.0,880,1353.3,193311.04,338.52,0.59,26.2,74.1,Black,7.59,154.4,49.1,59.0,57.0,Rainfed,Hybrid,May,November,171,43.4,17.7,47.8,33.2,12.7,61.9
Potato,1999,Whole Year,Himachal Pradesh,627.0,5395,1144.9,66543.51,169.29,5.58,19.1,54.5,Sandy Loam,6.65,129.9,46.5,48.7,40.0,Rainfed,Hybrid,February,May,91,54.7,19.8,37.6,8.6,38.0,44.8
Other  Rabi pulses,1997,Rabi,Bihar,5641.0,3950,1303.7,536853.97,1748.71,0.701836735,21.2,69.1,Alluvial,6.55,142.2,39.6,34.9,37.0,Rainfed,Improved,December,April,110,49.7,26.9,16.5,29.6,14.6,55.9
Linseed,2018,Rabi,Karnataka,1704.0,352,1419.1,276388.8,596.4,0.187857143,17.6,52.5,Loamy,6.9,225.7,74.5,100.5,48.2,Rainfed,Improved,December,April,126,68.7,8.5,18.1,35.8,10.5,74.6
Tobacco,2019,Whole Year,Kerala,8.0,14,3119.2,1374.08,2.96,1.8,24.0,92.2,Laterite,5.48,187.2,83.6,85.5,62.7,Rainfed,High Yielding Variety,January,May,132,67.9,40.0,58.0,52.9,12.6,61.5
Coriander,2019,Whole Year,Meghalaya,490.0,1925,3844.4,84162.4,181.3,3.742,17.6,90.6,Loamy,6.25,237.5,85.2,108.9,74.4,Rainfed,Local,January,April,96,76.0,24.3,43.0,51.0,30.1,62.6
Arhar/Tur,2010,Kharif,Nagaland,2500.0,2130,1771.8,415275.0,600.0,0.831818182,28.4,94.2,Loamy,6.67,258.0,92.7,115.4,60.9,Rainfed,Pusa 992,July,December,164,80.9,32.9,27.0,46.6,35.0,59.8
Safflower,2013,Rabi,Maharashtra,126300.0,82700,1409.8,18249087.0,34101.0,0.736111111,18.6,62.7,Red,5.9,157.7,72.0,75.5,60.2,Drip,Local,October,February,131,59.8,9.7,26.8,51.7,16.3,67.4
Arhar/Tur,2011,Kharif,Bihar,22123.0,42059,1097.1,3706044.96,7300.59,1.869736842,28.6,84.1,Alluvial,7.03,245.1,100.6,108.6,47.5,Canal,High Yielding Variety,June,November,155,69.1,26.4,32.2,48.2,22.7,64.1
Urad,2017,Summer,Madhya Pradesh,35030.0,49260,800.0,5515123.2,13311.4,1.316923077,30.2,43.4,Black,7.64,225.9,79.0,84.8,51.1,Canal,Improved,February,May,84,60.9,25.6,25.0,30.9,24.7,65.8
Bajra,2005,Kharif,Bihar,4338.0,4591,907.8,520212.96,910.98,1.044615385,28.2,76.7,Sandy,6.93,74.9,47.5,50.8,24.1,Rainfed,Pusa 383,June,September,79,47.6,34.3,33.1,4.3,37.0,41.2
Sannhamp,2000,Whole Year,Jammu and Kashmir,275.0,136,989.5,26996.75,71.5,0.494,21.0,54.0,Loamy,7.17,92.1,40.4,67.7,37.8,Rainfed,Improved,February,May,99,43.2,12.5,16.5,22.9,48.9,45.8
Urad,2002,Rabi,Uttarakhand,801.0,360,1610.3,75830.67,200.25,0.3,20.4,63.3,Black,7.31,138.5,41.5,47.8,74.3,Drip,Local,October,January,80,45.3,16.1,29.3,65.4,28.9,71.4
Jowar,2018,Kharif,Nagaland,280.0,270,1372.7,45416.0,98.0,0.966,26.2,95.0,Red,6.47,219.5,72.4,111.0,46.3,Rainfed,HYV,July,November,106,63.7,31.8,26.5,38.4,29.3,60.3
Soyabean,2018,Kharif,Sikkim,2962.0,2890,3350.1,480436.4,1036.7,0.9525,24.4,90.9,Loamy,6.34,228.7,65.4,96.4,67.2,Rainfed,Hybrid,June,September,97,72.0,17.6,47.8,52.0,33.0,65.7
Rice,2002,Kharif,Maharashtra,1496800.0,1793000,967.4,141702056.0,374200.0,0.8903125,28.4,62.1,Laterite,6.04,92.5,23.2,20.7,47.2,Borewell,Swarna,May,October,145,28.1,35.8,46.3,38.5,8.6,50.7
Rice,2011,Summer,Maharashtra,27800.0,64300,1174.095455,4657056.0,9174.0,2.427777778,29.3,47.9,Alluvial,7.44,259.7,99.3,93.4,45.0,Drip,Swarna,March,July,133,74.5,35.1,27.2,48.0,19.5,70.3
Other Kharif pulses,2009,Kharif,Tripura,1226.0,855,2004.2,191035.32,208.42,0.72,25.0,95.0,Alluvial,7.27,217.0,78.2,95.0,59.0,Rainfed,Hybrid,June,September,99,71.1,17.3,45.3,51.1,18.3,66.9
Niger seed,2014,Kharif,Nagaland,32150.0,35950,1333.3,4853364.0,10609.5,1.079090909,22.2,91.6,Red,5.65,159.2,62.3,83.4,67.8,Canal,Local,June,September,97,65.0,22.1,29.2,57.8,13.0,79.8
Sugarcane,2007,Whole Year,Gujarat,211000.0,15190000,1021.6,28147400.0,33760.0,71.189375,27.4,38.0,Black,7.89,161.8,52.6,78.3,54.1,Canal,Hybrid,January,December,319,54.8,26.9,25.3,53.4,9.5,63.4
Urad,2018,Kharif,Manipur,1372.0,1379,1196.9,222538.4,480.2,1.035555556,29.6,89.7,Laterite,5.7,192.6,80.3,92.9,42.6,Rainfed,Hybrid,May,August,85,61.1,26.0,31.8,20.8,18.4,56.1
Other Kharif pulses,2001,Kharif,Madhya Pradesh,569223.0,196156,955.0,58134744.99,147997.98,0.335111111,29.5,60.3,Black,7.55,166.0,47.7,58.9,60.4,Canal,Local,May,September,106,59.5,26.7,17.2,42.0,22.7,70.2
Tapioca,2004,Whole Year,Kerala,88486.0,2400043,2880.2,9586573.24,18582.06,28.10571429,27.2,95.0,Red,5.81,116.8,47.2,50.2,74.5,Canal,Local,February,October,241,54.1,25.4,38.4,86.6,36.4,65.2
Onion,2019,Rabi,Mizoram,18.3,34,2178.5,3143.208,6.771,3.76,16.0,83.0,Red,5.78,273.3,76.9,101.7,45.3,Rainfed,Local,November,April,136,72.7,30.7,39.5,46.2,49.6,62.6
Groundnut,2014,Rabi,Karnataka,3720.0,7426,1238.5,561571.2,1227.6,2.0,21.6,65.6,Sandy Loam,6.89,181.0,59.4,76.0,53.1,Canal,TAG 24,December,April,117,52.3,29.1,27.2,49.0,48.8,52.4
Masoor,2009,Rabi,Assam,23227.0,11661,1727.1,3619231.14,3948.59,0.498148148,17.2,84.1,Sandy,6.14,158.3,51.0,77.5,64.1,Borewell,Improved,November,March,113,55.7,22.5,14.9,61.2,35.7,68.3
Rice,2008,Kharif,Arunachal Pradesh,126799.0,164538,2244.4,18137328.96,11411.91,1.183125,29.5,95.0,Laterite,6.13,156.7,51.0,46.0,54.8,Rainfed,Basmati,July,December,136,58.6,37.0,60.4,40.0,39.4,60.0
Rice,2000,Winter,West Bengal,3639538.0,7202760,1907.7,357293445.5,946279.88,1.876111111,21.7,87.3,Alluvial,6.91,127.2,42.4,57.4,64.1,Borewell,Swarna,November,March,132,52.7,39.4,40.5,72.9,65.9,63.6
Sesamum,2003,Kharif,Madhya Pradesh,144080.0,50572,1163.0,14261038.4,34579.2,0.432916667,29.2,63.0,Black,7.4,127.9,53.9,44.1,43.4,Rainfed,Local,July,October,83,52.6,33.2,21.1,36.2,15.0,61.7
Mesta,2012,Whole Year,Karnataka,713.0,871,956.2,107520.4,221.03,1.242,29.4,53.9,Black,7.92,187.4,68.2,80.8,60.0,Flood,Improved,January,May,111,56.1,18.9,32.8,42.0,27.5,57.1
Garlic,2003,Whole Year,Tamil Nadu,595.0,3411,345.6,58893.1,142.8,5.54,18.9,56.7,Loamy,6.01,134.7,43.6,44.7,40.6,Canal,Local,January,June,141,44.1,19.8,33.7,38.7,0.0,64.6
Linseed,2009,Rabi,Meghalaya,77.0,36,2995.9,11998.14,13.09,0.47,14.3,85.2,Loamy,6.73,173.4,76.2,98.0,76.4,Drip,HYV,November,March,126,69.3,18.2,36.7,74.7,45.4,71.4
Linseed,2017,Rabi,Himachal Pradesh,803.0,240,1182.2,126424.32,305.14,0.295,12.0,53.6,Sandy Loam,6.38,164.2,76.9,84.0,47.3,Rainfed,Improved,December,April,133,59.5,18.0,12.1,25.3,54.5,52.2
Gram,1998,Rabi,Karnataka,355326.0,202508,1260.8,35106208.8,103044.54,0.573478261,23.3,48.0,Black,7.48,123.4,45.5,68.1,62.5,Drip,JG 11,December,March,102,46.1,3.3,36.2,58.5,39.8,51.1
Other  Rabi pulses,1999,Rabi,Goa,9227.0,8430,3879.3,979261.51,2491.29,0.91,20.8,90.0,Laterite,5.93,115.0,54.9,20.4,73.2,Borewell,Improved,November,March,109,42.4,21.4,32.4,79.7,12.3,67.8
Peas & beans (Pulses),2005,Rabi,Haryana,1048.0,1200,516.9,125676.16,220.08,0.72,15.8,44.4,Alluvial,6.8,176.4,52.4,57.9,37.3,Sprinkler,High Yielding Variety,November,February,102,60.1,14.7,31.1,26.1,33.5,47.9
Rice,2005,Summer,Gujarat,24600.0,74300,942.4,2950032.0,5166.0,3.054444444,31.5,45.0,Alluvial,7.19,167.6,51.9,65.7,47.9,Drip,IR 64,February,June,128,50.2,25.5,30.7,46.8,57.9,44.6
Sunflower,2004,Kharif,Maharashtra,113100.0,53600,1052.0,12253254.0,23751.0,0.51,28.1,66.2,Black,7.16,183.1,48.3,50.6,31.4,Rainfed,KBSH,June,September,97,54.0,28.1,31.2,8.3,46.4,49.7
Wheat,2014,Rabi,Uttar Pradesh,9846466.0,20054791,616.4,1486422507.0,3249333.78,2.065466667,16.2,50.9,Alluvial,7.44,208.9,79.3,77.5,35.8,Rainfed,Local,October,February,129,66.3,23.6,11.3,6.4,41.2,60.1
Niger seed,2000,Kharif,Nagaland,750.0,400,1631.8,73627.5,195.0,0.512,24.3,84.7,Red,6.49,108.1,34.7,41.3,46.7,Rainfed,Local,July,October,104,43.5,22.2,26.4,41.7,35.4,61.7
Groundnut,2005,Kharif,Karnataka,867704.0,445749,1316.2,104055063.7,182217.84,0.562,28.8,68.0,Red,6.4,111.6,38.6,45.3,58.4,Drip,Local,May,September,118,52.8,32.9,41.9,54.7,27.7,63.5
Dry chillies,2011,Kharif,Andhra Pradesh,201013.0,631557,861.9,33673697.76,66334.29,2.798,28.5,64.9,Black,7.95,236.0,90.4,122.9,44.1,Borewell,Hybrid,July,January,168,56.9,40.1,38.5,30.9,31.8,50.4
Sannhamp,2009,Kharif,Jammu and Kashmir,148.0,81,751.7,23061.36,25.16,0.65,23.9,57.1,Sandy Loam,6.21,178.1,70.5,90.1,48.5,Canal,Improved,June,September,104,60.9,9.1,32.0,46.0,46.3,56.8
Urad,2018,Summer,Gujarat,3795.0,5608,1125.4,615549.0,1328.25,1.45875,33.3,45.9,Sandy,6.31,190.2,68.2,73.7,42.5,Borewell,HYV,February,May,82,57.8,31.0,23.5,48.7,44.2,54.9
Masoor,2013,Rabi,Meghalaya,1227.0,1283,2448.4,177289.23,331.29,1.37,15.9,84.8,Loamy,6.53,197.7,71.2,73.4,61.7,Rainfed,Improved,November,March,106,73.0,11.1,17.7,49.4,36.2,61.4
Tobacco,2001,Whole Year,Mizoram,292.0,224,2406.4,29821.96,75.92,0.76,20.1,80.6,Black,7.37,147.4,51.5,58.2,67.5,Rainfed,FCV,January,June,136,51.8,38.3,41.9,52.3,54.9,55.5
Banana,2004,Whole Year,Tamil Nadu,81498.0,3461788,1034.0,8829493.32,17114.58,41.73931034,25.0,70.0,Red,6.31,71.3,37.9,49.5,52.3,Drip,Robusta,February,February,363,42.4,27.3,41.9,46.5,35.4,46.6
Jowar,2017,Kharif,Bihar,1358.0,1448,1112.0,213803.52,516.04,1.09,29.2,80.4,Red,6.21,183.5,64.3,84.5,58.5,Borewell,CSH 16,May,September,117,70.2,31.3,33.7,50.0,13.0,73.1
Maize,2017,Kharif,Uttar Pradesh,664457.0,1456460,652.1,104612110.1,252493.66,1.973013699,29.6,58.2,Black,7.32,250.0,88.8,107.3,44.9,Canal,Hybrid,June,September,100,76.6,52.5,29.8,31.2,49.2,53.8
Potato,1999,Whole Year,Tripura,5550.0,100000,2147.4,589021.5,1498.5,17.855,23.9,87.1,Sandy Loam,6.9,106.9,29.6,58.0,63.0,Rainfed,Local,February,June,112,55.6,21.2,44.6,34.5,77.3,48.7
Moong(Green Gram),2009,Kharif,Tripura,398.0,222,2004.2,62016.36,67.66,0.555,30.5,95.0,Laterite,5.98,170.8,60.9,88.2,49.8,Rainfed,Local,May,July,66,63.9,18.9,30.3,47.7,33.0,55.1
